Code,Lat,Long,Families,Population,MTN,MCI
22270,37.281936,55.217523,461,1695,82.59,100
22271,37.221935,55.019768,513,1950,100,97.5
22275,37.228135,55.052668,461,1699,96.6,100
22278,37.329853,55.278378,383,1436,97,47.57
22279,37.410652,55.188984,209,744,100,22.7
22280,37.238039,55.026541,354,1323,100,100
22281,37.358758,55.196935,192,667,98.66,49.48
22283,37.371217,55.301182,185,662,100,100
22284,37.248392,54.989487,747,3044,100,69.57
22285,37.222647,55.112023,177,673,97.77,100
22286,37.257541,55.145214,2144,8250,100,100
22287,37.335101,55.153689,80,315,84.18,89.64
22288,37.410845,55.290168,744,2998,99.4,72.37
22289,37.383484,55.211974,76,289,36.01,87.98
22290,37.231091,54.91088,215,807,100,45.8
22330,37.086611,54.903407,112,417,99.67,98.29
22331,37.164625,54.804532,228,864,100,100
22332,37.124509,54.875,239,915,100,100
22333,37.125359,54.848986,119,427,100,100
22334,37.124304,54.857176,792,3101,100,99.16
22335,37.224192,54.825952,1159,4199,99.5,100
22336,37.193415,54.99873,162,574,99.02,97.76
22337,37.187817,54.94197,217,797,95.41,81.97
22338,37.205752,54.737254,33,109,100,29.16
22339,37.124622,54.983245,335,1186,60.15,82.22
22341,37.169564,54.965234,109,445,100,100
22342,37.177347,54.859223,310,1280,82.75,100
22343,37.044061,54.886057,516,1881,91.94,98.79
22344,37.07237,54.878911,676,2320,88.51,61.7
22345,37.096725,54.921492,355,1265,100,100
22346,37.208521,54.763766,239,878,92.82,83.08
22367,37.190912,55.184701,734,2712,58.75,98.2
22368,37.200548,55.192841,352,1249,79.77,98.31
22369,37.234015,55.267515,371,1276,100,100
22370,37.273039,55.28528,793,2825,81.77,80.63
22371,37.260223,55.315315,466,1685,98.06,99.35
22372,37.28284,55.249245,320,1158,97.24,56.37
22373,37.297086,55.309774,424,1468,59.28,100
22375,37.231719,55.243956,682,2413,0,96.49
22376,37.165422,55.195711,192,625,64.21,100
22377,37.164685,55.170813,252,926,100,98.39
22378,37.212446,55.183039,304,1148,96.39,100.01
22379,37.379718,55.326342,860,3219,85.83,56.83
22380,37.389482,55.34597,284,1094,94.21,91.18
22381,37.208421,55.28754,477,1723,87.93,98.32
22382,37.236974,55.235945,452,1532,100,88.28
22383,37.183877,55.255974,200,743,100,100
22384,37.230878,55.201245,1385,4738,100,100
22385,37.321233,55.307587,825,3002,96.02,100
22386,37.191221,55.267906,476,1760,100,99.73
22387,37.216554,55.228625,391,1479,100,100
22389,37.154528,55.261799,780,2910,100,99.99
22390,37.129296,55.203928,688,2584,97.69,98.61
22391,37.240086,55.261823,392,1359,100,86.18
22392,37.182653,55.198502,431,1528,39.14,100
22393,37.226623,55.288989,397,1285,58.8,98.35
22394,37.211756,55.213514,372,1299,91.7,100
22395,37.289725,55.254286,307,1119,100,78.33
22396,37.226482,55.299641,464,1792,100,100
22433,37.180217,55.155418,103,371,100,100
22434,37.153507,55.025005,583,2276,99.3,100
22436,37.081449,55.000173,543,2094,89.79,100
22439,37.149569,55.128382,70,264,100,63.4
22440,37.170179,55.11736,176,561,78.8,100
22441,37.13257,55.093093,1044,3847,100,93.57
22442,37.16034,55.095069,583,2140,94.99,100
22444,37.145684,55.119181,230,819,100,97.93
22445,37.160128,55.06363,298,1087,100,100
22476,37.249906,55.493162,138,460,56.89,100
22477,37.164424,55.584156,84,265,100,100
22478,37.149079,55.621363,30,83,100,100
22480,37.154209,55.593004,202,731,100,100
22481,37.185022,55.66545,153,405,0,100
22482,37.0768,55.46559,214,642,0,17.8
22483,37.200881,55.493968,197,669,0,100
22484,37.204012,55.702653,152,530,47.68,98.21
22485,37.226264,55.683879,159,507,0.99,61.64
22486,37.22595,55.464231,89,305,27.12,92.34
22487,37.089826,55.565036,236,734,37.9,75.41
22488,37.200512,55.530958,183,607,0,84.91
22490,37.078296,55.499444,89,306,100,89.88
22491,37.078937,55.541012,103,372,28.5,55.89
22492,37.088258,55.545462,33,105,0,45.92
22493,37.083524,55.547683,25,86,65,3.66
22497,37.137218,55.608642,246,821,100,92.35
22498,37.106984,55.49461,57,204,0,100
22499,37.083225,55.50576,41,133,91.03,98.58
22501,37.068731,55.527097,205,647,25.21,100
22503,36.806517,54.837509,36,98,0,100
22504,37.070578,55.494007,64,198,39.15,96.63
22505,37.093235,55.477552,100,292,0,100
22506,37.175858,55.638542,152,498,99.31,100
22508,37.004771,55.536418,162,528,100,94.77
22509,37.272975,55.668505,67,208,85.36,66.11
22511,37.177665,55.549071,482,1666,0,100
22514,36.954106,55.42633,142,500,3.23,100
22515,37.220023,55.641456,126,412,0.34,32.02
22517,37.043506,55.492359,388,1409,100,97.08
22518,37.056058,55.493655,60,196,100,100
22519,37.155927,55.630556,391,1288,100,100
22520,37.08477,55.471948,22,68,0,100
22521,37.2294,55.63963,118,396,90.39,99.62
22522,36.989935,55.560089,478,1566,86.6,97.23
22523,37.192887,55.621218,153,505,93.22,100
22524,37.014918,55.591617,666,2187,100,29.23
22525,37.09757,55.581714,32,97,0,0
22526,37.009997,55.555908,484,1386,91.34,100
22527,37.061921,55.505506,64,227,40,90.49
22529,37.233212,55.510837,67,253,31.2,78.96
22530,37.227496,55.532963,36,128,0,100
22587,37.074668,55.397638,37,108,0,91.62
22588,37.212797,55.343587,1428,4780,87.96,100
22589,37.090412,55.391771,108,285,0,51.07
22590,37.251713,55.353041,286,930,100,100
22591,37.270714,55.408772,120,430,100,100
22594,37.248044,55.395438,301,955,100,100
22595,37.174802,55.349738,200,621,0,67.24
22596,37.163025,55.434033,281,862,61.77,100
22597,37.309034,55.482165,314,1019,84.62,100
22598,37.287547,55.469683,202,598,87.95,95.59
22599,37.178951,55.384163,154,446,100,100
22600,37.179673,55.378599,62,179,100,100
22601,37.227475,55.343954,302,1009,100,76.2
22603,37.226612,55.40095,56,169,100,96.54
22605,37.24806,55.329668,117,396,90.01,91.95
22606,37.188241,55.449603,69,193,0,100
22607,37.062742,55.385587,90,243,0,100
22609,37.279811,55.461268,162,565,100,93.02
22610,37.150476,55.411939,23,56,0,100
22611,37.181717,55.462142,46,145,0,100
22612,37.227264,55.331799,162,660,96.18,100
22614,37.158202,55.40118,24,59,0,98.96
22615,37.19789,55.32037,581,1982,93.13,98.44
22616,37.246504,55.422434,504,1627,100,100
22617,37.343884,55.624342,228,716,100,91.11
22618,37.21559,55.354764,530,1598,100,100
22619,36.895513,54.511218,333,1205,100,95.11
22620,37.244355,55.374178,504,1527,100,100
22623,37.163355,55.408052,58,176,0,96.88
22624,37.149108,55.310218,116,301,5.08,99.14
22625,36.792856,54.014022,179,564,86.41,96.75
22627,37.170399,55.333491,264,811,100,100
22628,37.133902,55.364083,141,404,39.04,0
22629,37.106061,55.368381,41,142,0,0
22630,37.330394,55.604845,56,205,55.83,24.75
22631,37.290408,55.41561,541,1775,97.63,94.07
22635,37.29526,55.369953,1143,3919,100,100
22636,36.792856,54.014022,175,591,98.76,82.57
